code_module,gender_bin,disability_bin,age_numeric,edu_numeric,imd_numeric,num_of_prev_attempts,studied_credits,days_to_start,registered_early,at_risk,avg_score,num_submitted,num_failed,submission_rate,avg_tma_score,avg_cma_score,avg_days_late,total_clicks,active_days,avg_clicks_per_day,quiz_clicks,forumng_clicks,resource_clicks,clicked_before_start,module_total_assessments
FFF,0,1,0,1,60.0,0,120,17.0,0,0,89.58333333333333,12.0,0.0,0.9230769230769231,88.0,90.71428571428571,-37.666666666666664,2362.0,108.0,21.87,787.0,581.0,25.0,1.0,13
BBB,0,1,0,1,70.0,1,60,115.0,1,0,68.14285714285714,7.0,0.0,0.5833333333333334,63.4,80.0,1.7142857142857142,166.0,15.0,11.07,30.0,47.0,9.0,1.0,12
FFF,1,0,0,1,0.0,0,120,45.0,1,1,45.333333333333336,3.0,2.0,0.23076923076923078,45.333333333333336,0.0,-0.3333333333333333,257.0,17.0,15.12,4.0,23.0,11.0,1.0,13
FFF,0,0,0,2,0.0,0,60,26.0,0,1,72.08333333333333,12.0,0.0,0.9230769230769231,63.2,78.42857142857143,2.25,1552.0,45.0,34.49,627.0,219.0,15.0,0.0,13
DDD,1,0,0,2,50.0,0,60,143.0,1,0,74.42857142857143,7.0,0.0,1.0,78.33333333333333,0.0,-1.3333333333333333,1325.0,147.0,9.01,0.0,234.0,92.0,1.0,7
CCC,0,0,0,2,60.0,0,30,141.0,1,0,70.0,9.0,0.0,0.9,78.0,63.5,0.5,2914.0,111.0,26.25,1538.0,336.0,49.0,1.0,10
FFF,1,0,0,1,30.0,0,120,53.0,1,0,74.66666666666667,12.0,0.0,0.9230769230769231,71.8,76.71428571428571,-49.166666666666664,2943.0,80.0,36.79,770.0,137.0,32.0,1.0,13
FFF,1,0,0,1,0.0,0,90,133.0,1,0,77.16666666666667,12.0,0.0,0.9230769230769231,75.0,78.71428571428571,-80.75,4926.0,150.0,32.84,1504.0,661.0,40.0,1.0,13
DDD,0,0,0,1,70.0,0,60,129.0,1,0,68.14285714285714,7.0,0.0,1.0,66.5,0.0,-3.7142857142857144,588.0,39.0,15.08,0.0,63.0,50.0,1.0,7
FFF,0,0,0,1,40.0,0,60,48.0,1,1,68.0,1.0,0.0,0.07692307692307693,68.0,0.0,-1.0,554.0,26.0,21.31,21.0,141.0,9.0,1.0,13
GGG,1,0,1,3,40.0,0,30,25.0,0,0,80.88888888888889,9.0,0.0,0.9,69.33333333333333,86.66666666666667,-0.5555555555555556,1738.0,88.0,19.75,52.0,916.0,48.0,0.0,10
FFF,1,0,1,4,60.0,0,60,25.0,0,0,94.14285714285714,21.0,0.0,1.0,92.55555555555556,95.27272727272727,-53.3,6876.0,207.0,33.22,2347.0,1283.0,81.0,1.0,13
FFF,1,0,0,2,90.0,0,60,45.0,1,1,56.166666666666664,12.0,2.0,0.9230769230769231,58.75,51.0,-81.5,1722.0,75.0,22.96,138.0,242.0,35.0,1.0,13
BBB,0,0,0,2,90.0,0,60,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
CCC,1,0,0,2,50.0,0,90,30.0,0,0,74.61538461538461,13.0,0.0,1.0,70.75,84.5,2.75,1476.0,77.0,19.17,476.0,226.0,63.0,1.0,10
DDD,1,0,0,2,30.0,0,60,-10.0,0,1,44.5,12.0,4.0,0.8571428571428571,48.333333333333336,40.666666666666664,2.9166666666666665,1154.0,55.0,20.98,0.0,71.0,43.0,1.0,14
DDD,0,0,0,2,60.0,0,120,95.0,1,0,76.14285714285714,7.0,0.0,1.0,80.66666666666667,0.0,-2.142857142857143,1098.0,96.0,11.44,0.0,387.0,18.0,1.0,7
AAA,1,0,1,3,90.0,0,60,43.0,1,1,79.33333333333333,3.0,0.0,0.5,79.33333333333333,0.0,-6.666666666666667,842.0,32.0,26.31,0.0,49.0,8.0,1.0,6
CCC,1,0,0,2,0.0,0,60,268.0,1,1,75.4,5.0,0.0,0.5,79.25,60.0,-0.2,895.0,45.0,19.89,201.0,126.0,23.0,1.0,10
GGG,1,1,0,1,0.0,0,60,29.0,0,1,66.66666666666667,6.0,0.0,0.6,66.66666666666667,66.66666666666667,-38.0,96.0,6.0,16.0,51.0,7.0,2.0,1.0,10
BBB,0,0,0,3,20.0,0,60,43.0,1,1,63.0,1.0,0.0,0.08333333333333333,63.0,0.0,0.0,43.0,5.0,8.6,0.0,4.0,6.0,1.0,12
EEE,1,0,0,1,50.0,0,90,129.0,1,1,48.0,4.0,1.0,0.8,64.0,0.0,3.75,1623.0,70.0,23.19,295.0,218.0,18.0,1.0,5
BBB,0,0,1,2,80.0,0,135,33.0,1,0,83.7,10.0,0.0,0.8333333333333334,75.4,92.0,2.8,1964.0,82.0,23.95,78.0,1321.0,70.0,1.0,12
FFF,1,0,0,2,10.0,0,240,65.0,1,1,48.6,5.0,3.0,0.38461538461538464,48.6,0.0,-0.2,344.0,25.0,13.76,1.0,40.0,22.0,1.0,13
DDD,1,0,0,1,70.0,1,120,41.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,24.0,9.12,7.0,138.0,2.0,1.0,7
DDD,0,0,0,1,80.0,0,90,74.0,1,1,50.523809523809526,21.0,6.0,1.0,58.583333333333336,36.857142857142854,-0.14285714285714285,4073.0,175.0,23.27,0.0,1162.0,349.0,1.0,14
BBB,0,0,0,3,60.0,0,120,81.0,1,0,80.3,10.0,0.0,0.8333333333333334,84.6,76.0,-3.7,1096.0,108.0,10.15,101.0,451.0,43.0,1.0,12
BBB,0,0,0,3,10.0,0,60,81.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
EEE,1,0,0,2,60.0,0,60,50.0,1,0,72.58333333333333,12.0,1.0,1.0,79.5,67.0,1.1818181818181819,2268.0,103.0,22.02,470.0,80.0,46.0,1.0,5
AAA,0,0,0,1,70.0,1,120,156.0,1,0,78.14285714285714,7.0,0.0,1.0,78.14285714285714,0.0,7.142857142857143,2645.0,134.0,19.74,0.0,440.0,27.0,1.0,6
DDD,1,0,1,2,50.0,0,60,12.0,0,1,66.0,3.0,0.0,0.42857142857142855,66.0,0.0,0.0,856.0,84.0,10.19,0.0,169.0,85.0,1.0,7
DDD,1,0,0,1,0.0,0,60,169.0,1,0,81.125,8.0,0.0,1.0,83.66666666666667,78.0,-3.125,1735.0,97.0,17.89,301.0,193.0,68.0,1.0,7
EEE,1,0,0,3,80.0,0,30,26.0,0,0,84.5,4.0,0.0,0.8,84.5,0.0,-1.5,1982.0,97.0,20.43,199.0,81.0,25.0,1.0,5
BBB,0,0,0,2,0.0,0,60,25.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,17.0,0.0,4.0,7.0,0.0,12
BBB,0,0,0,2,90.0,0,60,128.0,1,0,87.22222222222223,9.0,0.0,0.75,81.0,95.0,0.6666666666666666,584.0,61.0,9.57,60.0,202.0,28.0,1.0,12
BBB,0,0,0,1,60.0,0,60,45.0,1,0,74.8,10.0,0.0,0.8333333333333334,69.6,80.0,3.3,405.0,35.0,11.57,104.0,134.0,13.0,0.0,12
BBB,0,0,0,3,50.0,0,60,34.0,1,0,79.18181818181819,11.0,0.0,0.9166666666666666,78.5,80.0,1.4545454545454546,417.0,45.0,9.27,65.0,225.0,6.0,1.0,12
DDD,1,0,0,2,70.0,0,60,60.0,1,0,63.857142857142854,7.0,1.0,1.0,67.83333333333333,0.0,0.0,203.0,22.0,9.23,0.0,22.0,9.0,0.0,7
DDD,0,0,0,1,40.0,0,90,95.0,1,0,59.333333333333336,15.0,4.0,1.0,57.888888888888886,62.25,0.2857142857142857,1545.0,114.0,13.55,717.0,105.0,52.0,1.0,7
FFF,1,0,0,1,80.0,0,60,58.0,1,0,85.08333333333333,12.0,0.0,0.9230769230769231,78.6,89.71428571428571,-58.25,5283.0,180.0,29.35,656.0,609.0,49.0,1.0,13
BBB,1,1,0,1,0.0,0,120,28.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.25,0.0,0.0,0.0,1.0,6
CCC,1,0,0,3,30.0,0,60,114.0,1,1,30.0,1.0,1.0,0.1,0.0,30.0,2.0,313.0,6.0,52.17,215.0,21.0,16.0,0.0,10
BBB,0,0,0,2,90.0,0,120,31.0,1,0,87.8,5.0,0.0,0.8333333333333334,87.8,0.0,2.4,657.0,28.0,23.46,124.0,38.0,41.0,1.0,6
BBB,0,0,0,1,20.0,0,60,46.0,1,1,65.0,1.0,0.0,0.08333333333333333,65.0,0.0,0.0,45.0,2.0,22.5,0.0,15.0,5.0,0.0,12
FFF,0,0,1,2,50.0,0,90,31.0,1,1,67.5,2.0,0.0,0.15384615384615385,72.0,63.0,-108.5,646.0,12.0,53.83,135.0,60.0,12.0,0.0,13
AAA,0,0,1,3,60.0,0,60,60.0,1,0,85.8,5.0,0.0,0.8333333333333334,85.8,0.0,-2.4,4225.0,167.0,25.3,0.0,2381.0,26.0,1.0,6
FFF,1,0,1,2,0.0,3,60,119.0,1,1,56.25,8.0,2.0,0.6153846153846154,48.6,69.0,-66.375,2113.0,119.0,17.76,431.0,30.0,31.0,1.0,13
EEE,1,0,0,2,80.0,0,60,178.0,1,0,81.0,4.0,0.0,0.8,81.0,0.0,-0.25,975.0,57.0,17.11,98.0,29.0,8.0,1.0,5
FFF,0,1,1,3,60.0,0,60,28.0,0,0,90.25,12.0,0.0,0.9230769230769231,86.8,92.71428571428571,-44.416666666666664,15300.0,234.0,65.38,1368.0,2110.0,128.0,1.0,13
CCC,1,0,1,1,80.0,0,60,29.0,0,0,53.6,5.0,1.0,0.5,0.0,56.0,3.25,645.0,59.0,10.93,254.0,123.0,25.0,1.0,10
BBB,0,0,0,2,30.0,0,60,44.0,1,0,90.18181818181819,11.0,0.0,0.9166666666666666,85.33333333333333,96.0,2.0,1573.0,134.0,11.74,78.0,812.0,85.0,1.0,12
CCC,1,1,0,2,30.0,0,60,303.0,1,0,91.4,5.0,0.0,0.5,0.0,91.75,2.0,731.0,51.0,14.33,414.0,66.0,42.0,1.0,10
GGG,1,0,1,1,20.0,0,30,53.0,1,0,70.55555555555556,9.0,0.0,0.9,78.33333333333333,66.66666666666667,-36.77777777777778,565.0,45.0,12.56,82.0,47.0,28.0,1.0,10
FFF,0,0,1,1,60.0,1,120,30.0,0,0,87.83333333333333,12.0,0.0,0.9230769230769231,85.2,89.71428571428571,-35.0,4007.0,120.0,33.39,527.0,655.0,58.0,1.0,13
BBB,0,0,0,2,50.0,0,60,51.0,1,0,79.4,5.0,0.0,0.8333333333333334,79.4,0.0,-1.4,1541.0,72.0,21.4,205.0,244.0,82.0,1.0,6
BBB,0,0,0,2,30.0,0,60,23.0,0,1,28.666666666666668,3.0,1.0,0.5,28.666666666666668,0.0,0.6666666666666666,500.0,27.0,18.52,152.0,15.0,28.0,1.0,6
EEE,1,0,0,1,10.0,0,60,184.0,1,0,69.18181818181819,11.0,0.0,1.0,70.5,0.0,-0.5,971.0,56.0,17.34,101.0,74.0,19.0,1.0,5
EEE,1,0,0,1,0.0,0,60,78.0,1,0,56.0,12.0,2.0,1.0,57.0,59.333333333333336,1.0,1404.0,67.0,20.96,595.0,0.0,44.0,1.0,5
CCC,1,0,0,1,0.0,0,60,25.0,0,1,31.2,5.0,2.0,0.5,31.2,0.0,0.4,877.0,33.0,26.58,266.0,34.0,9.0,1.0,10
AAA,0,0,0,2,0.0,0,60,124.0,1,1,58.0,5.0,0.0,0.8333333333333334,58.0,0.0,0.0,945.0,82.0,11.52,0.0,243.0,11.0,1.0,6
BBB,1,1,0,1,0.0,0,120,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
FFF,1,0,0,1,60.0,0,60,23.0,0,1,88.0,1.0,0.0,0.07692307692307693,88.0,0.0,0.0,352.0,26.0,13.54,26.0,46.0,5.0,1.0,13
DDD,1,0,1,1,90.0,0,60,169.0,1,0,90.28571428571429,7.0,0.0,1.0,92.0,0.0,-8.0,1740.0,101.0,17.23,0.0,837.0,49.0,1.0,7
BBB,0,0,0,1,50.0,0,120,41.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
DDD,1,1,0,2,80.0,1,90,52.0,1,0,75.54545454545455,11.0,1.0,1.0,76.0,0.0,-39.2,2347.0,151.0,15.54,0.0,395.0,154.0,1.0,7
FFF,0,0,0,2,90.0,0,60,14.0,0,0,69.33333333333333,9.0,0.0,0.6923076923076923,72.0,67.2,-5.888888888888889,2693.0,90.0,29.92,547.0,466.0,52.0,1.0,13
AAA,0,0,1,2,70.0,0,60,20.0,0,1,46.0,5.0,1.0,0.8333333333333334,46.0,0.0,-0.2,537.0,37.0,14.51,0.0,34.0,5.0,1.0,6
BBB,0,0,0,1,10.0,0,180,60.0,1,1,78.54545454545455,11.0,0.0,0.9166666666666666,74.0,84.0,-3.090909090909091,1088.0,105.0,10.36,86.0,254.0,201.0,1.0,12
DDD,1,0,1,1,60.0,0,60,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,20.0,0.0,0.0,1.0,0.0,7
EEE,1,0,1,4,40.0,0,60,44.0,1,1,80.4,5.0,0.0,1.0,81.0,78.0,-20.0,669.0,35.0,19.11,293.0,28.0,4.0,1.0,5
FFF,1,0,1,2,50.0,0,60,106.0,1,1,86.88235294117646,17.0,0.0,1.0,86.0,86.375,-45.0625,5182.0,129.0,40.17,1895.0,1232.0,168.0,1.0,13
FFF,1,0,0,2,90.0,0,90,112.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
BBB,0,0,0,2,90.0,0,60,107.0,1,0,82.8,10.0,0.0,0.8333333333333334,77.6,88.0,1.6,577.0,42.0,13.74,70.0,299.0,14.0,1.0,12
DDD,1,0,1,2,70.0,0,60,156.0,1,0,57.0,7.0,0.0,1.0,59.5,0.0,-2.4285714285714284,482.0,52.0,9.27,0.0,59.0,36.0,1.0,7
BBB,0,0,0,2,10.0,1,60,52.0,1,0,62.6,5.0,1.0,0.8333333333333334,62.6,0.0,2.8,265.0,22.0,12.05,47.0,0.0,10.0,1.0,6
BBB,0,0,0,1,60.0,1,60,15.0,0,1,67.33333333333333,15.0,0.0,1.0,63.333333333333336,73.33333333333333,-17.533333333333335,362.0,42.0,8.62,62.0,99.0,22.0,0.0,12
BBB,0,0,0,2,80.0,0,120,97.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
BBB,0,0,0,2,40.0,0,60,60.0,1,1,74.0,1.0,0.0,0.08333333333333333,74.0,0.0,-1.0,25.0,5.0,5.0,0.0,9.0,1.0,1.0,12
EEE,1,0,0,2,20.0,0,60,190.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
EEE,1,0,0,2,10.0,0,120,30.0,0,0,92.75,4.0,0.0,0.8,92.75,0.0,-0.25,1321.0,87.0,15.18,245.0,96.0,6.0,1.0,5
FFF,1,0,0,1,80.0,0,60,72.0,1,1,91.875,8.0,0.0,0.6153846153846154,94.5,89.25,-43.375,2199.0,98.0,22.44,343.0,414.0,21.0,1.0,13
GGG,0,0,0,2,50.0,0,30,57.0,1,0,84.44444444444444,9.0,0.0,0.9,66.66666666666667,93.33333333333333,-39.0,677.0,42.0,16.12,151.0,63.0,18.0,0.0,10
FFF,0,0,1,3,0.0,0,60,65.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
FFF,0,0,1,1,80.0,0,60,28.0,0,0,71.91666666666667,12.0,0.0,0.9230769230769231,73.6,70.71428571428571,-3.0,3286.0,124.0,26.5,826.0,891.0,39.0,1.0,13
FFF,1,0,0,2,40.0,0,120,66.0,1,1,49.0,3.0,1.0,0.23076923076923078,40.0,67.0,-64.0,965.0,32.0,30.16,120.0,258.0,14.0,1.0,13
CCC,1,0,1,1,40.0,0,90,51.0,1,0,80.375,16.0,0.0,1.0,83.4,74.0,-1.4666666666666666,3852.0,197.0,19.55,503.0,562.0,292.0,1.0,10
CCC,0,0,0,1,40.0,0,60,53.0,1,1,65.33333333333333,6.0,1.0,0.6,74.0,61.0,3.6666666666666665,1145.0,71.0,16.13,527.0,106.0,74.0,1.0,10
FFF,1,1,0,2,10.0,0,60,23.0,0,1,65.5,2.0,0.0,0.15384615384615385,52.0,79.0,-105.0,511.0,31.0,16.48,121.0,59.0,9.0,1.0,13
CCC,1,0,0,2,10.0,0,90,23.0,0,1,56.0,1.0,0.0,0.1,0.0,56.0,3.0,127.0,9.0,14.11,60.0,12.0,10.0,1.0,10
BBB,0,0,1,2,60.0,0,60,34.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
BBB,0,0,0,1,60.0,0,60,99.0,1,0,53.4,5.0,1.0,0.8333333333333334,53.4,0.0,2.2,766.0,33.0,23.21,114.0,5.0,30.0,0.0,6
BBB,0,0,0,1,60.0,0,60,80.0,1,0,89.81818181818181,11.0,0.0,0.9166666666666666,81.33333333333333,100.0,1.8181818181818181,720.0,62.0,11.61,65.0,422.0,9.0,1.0,12
FFF,1,0,0,2,40.0,0,120,36.0,1,0,66.66666666666667,12.0,1.0,0.9230769230769231,56.8,73.71428571428571,-47.666666666666664,1919.0,105.0,18.28,665.0,105.0,13.0,1.0,13
DDD,1,0,0,2,20.0,0,60,89.0,1,1,78.0,1.0,0.0,0.14285714285714285,78.0,0.0,-14.0,882.0,44.0,20.05,0.0,295.0,21.0,1.0,7
DDD,0,0,0,2,80.0,0,60,38.0,1,1,46.0,1.0,0.0,0.14285714285714285,46.0,0.0,6.0,185.0,10.0,18.5,0.0,0.0,6.0,1.0,7
GGG,0,1,1,1,90.0,0,30,35.0,1,0,76.23076923076923,13.0,1.0,1.0,61.375,100.0,-29.846153846153847,1158.0,64.0,18.09,113.0,80.0,30.0,1.0,10
FFF,0,0,1,2,60.0,0,60,46.0,1,0,75.08333333333333,12.0,0.0,0.9230769230769231,70.8,78.14285714285714,-14.083333333333334,7834.0,190.0,41.23,1554.0,99.0,108.0,1.0,13
EEE,1,0,0,2,10.0,0,60,21.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,27.0,13.7,98.0,60.0,19.0,1.0,5
EEE,1,0,2,1,50.0,0,30,38.0,1,0,62.61538461538461,13.0,3.0,1.0,68.0,58.5,2.25,9202.0,160.0,57.51,2423.0,724.0,155.0,1.0,5
BBB,0,0,1,2,80.0,0,60,81.0,1,0,91.63636363636364,11.0,0.0,0.9166666666666666,88.0,96.0,0.8181818181818182,2942.0,136.0,21.63,114.0,1989.0,53.0,1.0,12
FFF,1,0,0,1,30.0,0,60,45.0,1,0,83.41666666666667,12.0,0.0,0.9230769230769231,87.2,80.71428571428571,-69.25,2704.0,89.0,30.38,627.0,88.0,20.0,1.0,13
DDD,1,1,1,2,0.0,0,120,60.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,37.0,9.86,0.0,43.0,213.0,1.0,7
EEE,1,0,1,3,60.0,0,60,80.0,1,0,82.0,4.0,0.0,0.8,82.0,0.0,-0.5,1721.0,100.0,17.21,181.0,299.0,10.0,1.0,5
DDD,0,0,0,1,40.0,0,60,4.0,0,0,58.833333333333336,6.0,1.0,0.8571428571428571,59.4,0.0,2.3333333333333335,470.0,50.0,9.4,0.0,149.0,37.0,1.0,7
DDD,1,0,0,1,40.0,0,60,36.0,1,0,56.285714285714285,14.0,3.0,1.0,69.33333333333333,47.42857142857143,2.0714285714285716,1942.0,104.0,18.67,133.0,495.0,103.0,1.0,14
FFF,1,0,0,2,20.0,0,120,29.0,0,0,61.63636363636363,11.0,1.0,0.8461538461538461,62.25,61.285714285714285,-2.3636363636363638,1411.0,78.0,18.09,722.0,51.0,26.0,1.0,13
FFF,1,0,0,2,50.0,0,60,90.0,1,0,85.25,12.0,0.0,0.9230769230769231,89.0,82.57142857142857,-9.0,3723.0,116.0,32.09,898.0,643.0,37.0,1.0,13
FFF,1,1,0,1,40.0,0,90,65.0,1,1,86.0,1.0,0.0,0.07692307692307693,86.0,0.0,-2.0,202.0,21.0,9.62,11.0,33.0,6.0,1.0,13
BBB,0,1,1,2,20.0,3,180,227.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
FFF,1,0,0,1,40.0,1,60,149.0,1,1,75.0,8.0,0.0,0.6153846153846154,70.0,80.0,-113.25,3136.0,77.0,40.73,573.0,458.0,47.0,1.0,13
CCC,1,0,1,3,90.0,0,90,38.0,1,0,88.22222222222223,9.0,0.0,0.9,86.75,92.25,1.125,2595.0,85.0,30.53,1860.0,65.0,71.0,1.0,10
AAA,1,0,1,2,80.0,0,60,137.0,1,0,54.0,5.0,0.0,0.8333333333333334,54.0,0.0,-3.8,710.0,51.0,13.92,0.0,63.0,16.0,1.0,6
CCC,1,0,0,1,0.0,0,90,100.0,1,1,61.166666666666664,6.0,2.0,0.6,67.4,30.0,0.0,1894.0,91.0,20.81,233.0,214.0,28.0,1.0,10
DDD,1,0,1,2,10.0,1,60,161.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,19.5,0.0,0.0,1.0,1.0,7
CCC,0,0,1,2,10.0,0,60,57.0,1,1,54.333333333333336,3.0,0.0,0.3,56.0,53.5,1.6666666666666667,535.0,27.0,19.81,222.0,134.0,28.0,1.0,10
FFF,1,0,0,3,40.0,0,60,9.0,0,0,74.25,12.0,0.0,0.9230769230769231,70.4,77.0,-66.16666666666667,2234.0,91.0,24.55,827.0,156.0,59.0,1.0,13
BBB,0,0,0,1,90.0,0,120,28.0,0,1,79.0,3.0,0.0,0.25,68.5,100.0,0.0,290.0,17.0,17.06,19.0,104.0,22.0,1.0,12
AAA,1,1,1,2,10.0,0,120,52.0,1,1,51.0,1.0,0.0,0.16666666666666666,51.0,0.0,5.0,953.0,51.0,18.69,0.0,116.0,5.0,1.0,6
CCC,0,1,1,3,50.0,0,90,25.0,0,1,10.0,1.0,1.0,0.1,0.0,10.0,2.0,490.0,20.0,24.5,226.0,39.0,23.0,1.0,10
BBB,0,0,1,2,30.0,0,60,22.0,0,0,51.2,5.0,1.0,0.8333333333333334,51.2,0.0,-0.4,4020.0,143.0,28.11,316.0,664.0,187.0,1.0,6
FFF,1,0,0,1,40.0,1,60,36.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,4.0,22.0,0.0,3.0,4.0,1.0,13
FFF,0,0,0,1,50.0,0,60,126.0,1,0,77.08333333333333,12.0,0.0,0.9230769230769231,67.4,84.0,-47.083333333333336,9284.0,117.0,79.35,2461.0,409.0,120.0,1.0,13
EEE,1,0,0,3,40.0,0,120,99.0,1,0,98.07692307692308,13.0,0.0,1.0,97.125,99.5,-3.6666666666666665,4407.0,184.0,23.95,922.0,1082.0,79.0,1.0,5
GGG,1,0,0,2,30.0,0,30,24.0,0,0,92.22222222222223,9.0,0.0,0.9,76.66666666666667,100.0,-42.666666666666664,407.0,23.0,17.7,83.0,42.0,10.0,0.0,10
AAA,1,0,2,3,80.0,0,60,52.0,1,0,61.8,5.0,0.0,0.8333333333333334,61.8,0.0,-2.6,2791.0,159.0,17.55,0.0,451.0,31.0,1.0,6
DDD,1,0,0,1,30.0,1,60,18.0,0,1,54.5,4.0,0.0,0.5714285714285714,54.5,0.0,-32.0,322.0,5.0,64.4,0.0,33.0,14.0,0.0,7
DDD,0,1,0,2,10.0,1,90,60.0,1,0,62.9,10.0,1.0,1.0,64.22222222222223,0.0,-23.666666666666668,456.0,69.0,6.61,0.0,113.0,17.0,1.0,7
CCC,1,0,0,2,40.0,0,60,23.0,0,1,58.09090909090909,11.0,2.0,1.0,61.0,53.0,3.727272727272727,2644.0,64.0,41.31,1610.0,58.0,39.0,1.0,10
BBB,0,0,0,2,80.0,1,120,95.0,1,0,81.3,10.0,0.0,0.8333333333333334,72.16666666666667,95.0,1.8,1868.0,90.0,20.76,105.0,1275.0,76.0,1.0,12
EEE,1,0,0,2,50.0,0,60,51.0,1,0,70.14285714285714,7.0,1.0,1.0,85.2,32.5,-0.2857142857142857,2170.0,87.0,24.94,378.0,181.0,29.0,1.0,5
GGG,0,0,1,1,0.0,0,30,107.0,1,0,76.875,8.0,0.0,0.8,57.5,83.33333333333333,0.375,162.0,4.0,40.5,98.0,1.0,5.0,0.0,10
CCC,1,1,0,1,10.0,0,60,170.0,1,1,40.0,1.0,0.0,0.1,0.0,40.0,2.0,1064.0,35.0,30.4,813.0,11.0,88.0,1.0,10
DDD,0,0,0,1,80.0,1,210,154.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
BBB,0,0,1,2,40.0,0,60,162.0,1,0,54.4,5.0,1.0,0.8333333333333334,54.4,0.0,-3.6,509.0,31.0,16.42,38.0,0.0,32.0,1.0,6
BBB,0,0,1,1,50.0,2,60,108.0,1,1,69.0,4.0,0.0,0.3333333333333333,68.0,70.0,-55.0,62.0,3.0,20.67,4.0,46.0,1.0,0.0,12
GGG,0,0,1,1,60.0,0,30,26.0,0,1,63.5,2.0,0.0,0.2,63.5,0.0,-9.5,238.0,22.0,10.82,0.0,2.0,9.0,0.0,10
DDD,1,1,0,1,40.0,0,120,30.0,0,0,86.0,7.0,0.0,1.0,83.66666666666667,0.0,-2.8333333333333335,1153.0,79.0,14.59,0.0,262.0,86.0,1.0,7
DDD,1,0,0,1,80.0,0,60,22.0,0,1,66.4,5.0,0.0,0.35714285714285715,62.25,83.0,2.0,320.0,28.0,11.43,0.0,40.0,25.0,0.0,14
FFF,0,0,0,2,10.0,0,60,14.0,0,0,51.09090909090909,11.0,2.0,0.8461538461538461,41.0,59.5,-10.909090909090908,1541.0,28.0,55.04,685.0,32.0,36.0,0.0,13
CCC,1,0,0,2,60.0,0,90,44.0,1,1,30.0,1.0,1.0,0.1,0.0,30.0,2.0,163.0,7.0,23.29,74.0,8.0,8.0,1.0,10
CCC,0,0,0,3,40.0,0,90,7.0,0,0,69.33333333333333,9.0,0.0,0.9,74.25,61.25,1.25,4474.0,117.0,38.24,738.0,17.0,96.0,1.0,10
BBB,0,0,0,1,50.0,0,60,124.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,4.4,0.0,4.0,2.0,1.0,12
FFF,1,0,0,2,70.0,0,60,22.0,0,0,74.25,12.0,0.0,0.9230769230769231,69.6,77.57142857142857,-29.333333333333332,3464.0,116.0,29.86,908.0,483.0,33.0,0.0,13
FFF,1,0,0,2,90.0,0,60,45.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,37.5,0.0,0.0,0.0,1.0,13
BBB,0,0,0,2,10.0,0,60,65.0,1,0,72.6,10.0,0.0,0.8333333333333334,73.2,72.0,3.2,818.0,69.0,11.86,68.0,293.0,65.0,1.0,12
BBB,0,0,0,1,40.0,0,120,52.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
BBB,0,0,0,1,10.0,0,60,18.0,0,1,67.6,5.0,0.0,0.4166666666666667,59.333333333333336,80.0,5.2,826.0,62.0,13.32,37.0,391.0,33.0,1.0,12
